Tweet ID,Date,Positive Sentiments,Neutral Sentiments,Negative Sentiments
1045208396,10/18/18 0:56,0,0,-0.4
65251947,10/18/18 0:50,0,0,0
7.35472E+17,10/18/18 0:29,0,0,0
1431540186,10/18/18 0:11,0,0,0
351913653,10/18/18 0:04,0,0,0
1565882004,10/18/18 0:02,0.6,0,0
7.61577E+17,10/18/18 0:02,0,0,-0.05
351913653,10/18/18 0:01,0,0,0
9.27832E+17,10/17/18 23:41,0,0,0
1691803320,10/17/18 23:35,0,0,0
292271083,10/17/18 23:16,0,0,-0.5
566487834,10/17/18 23:13,0.7,0,0
4078482977,10/17/18 23:00,0,0,0
8.80295E+17,10/17/18 22:31,0,0,0
911307038,10/17/18 22:18,0.55,0,0
234968352,10/17/18 22:14,0,0,-0.6
7.83856E+17,10/17/18 22:04,0.5,0,0
1627443804,10/17/18 22:00,0.082857143,0,0
7.80016E+17,10/17/18 21:59,0.5,0,0
359248266,10/17/18 21:41,0.1,0,0
44209254,10/17/18 21:25,0.227272727,0,0
92148954,10/17/18 21:00,0,0,-1
7.35163E+17,10/17/18 20:43,0.15,0,0
543416231,10/17/18 20:23,0.5,0,0
1.02912E+18,10/17/18 20:23,0,0,0
500084598,10/17/18 20:14,0,0,0
9.14642E+17,10/17/18 20:03,0.5,0,0
4899518359,10/17/18 19:49,0,0,-0.3
7.14452E+17,10/17/18 19:45,0,0,0
1.01891E+18,10/17/18 19:38,0.5,0,0
2966115957,10/17/18 18:53,0.066666667,0,0
9.29343E+17,10/17/18 18:51,0,0,-0.1875
474052327,10/17/18 18:42,0,0,0
7.92415E+17,10/17/18 18:29,0.318181818,0,0
190227905,10/17/18 18:26,0,0,-1
109523524,10/17/18 18:25,0.4004329,0,0
1215610098,10/17/18 18:20,0,0,0
3901542142,10/17/18 18:17,0,0,0
741194701,10/17/18 18:16,0,0,0
8.8314E+17,10/17/18 18:07,0,0,0
361236973,10/17/18 18:00,0.136363636,0,0
1.04977E+18,10/17/18 17:24,0,0,-0.225
151550094,10/17/18 17:20,0,0,-0.4
1158493735,10/17/18 17:19,0,0,0
8.8314E+17,10/17/18 17:19,0,0,0
8.12077E+17,10/17/18 17:19,0,0,0
19571632,10/17/18 17:14,0,0,-0.041666667
1574053999,10/17/18 17:12,0.5,0,0
2923044953,10/17/18 17:01,0,0,0
153844199,10/17/18 16:54,0,0,-0.133333333
371661302,10/17/18 16:49,0.136363636,0,0
2332800719,10/17/18 16:45,0,0,0
1.04814E+18,10/17/18 16:44,0,0,-0.1
500858244,10/17/18 16:41,0,0,0
31327090,10/17/18 16:40,0,0,0
239187041,10/17/18 16:36,0,0,-0.4
179406164,10/17/18 16:31,0.6,0,0
335057397,10/17/18 16:31,0,0,0
500084598,10/17/18 16:19,0,0,0
500084598,10/17/18 16:13,0,0,0
3310067881,10/17/18 15:45,0.136363636,0,0
1691803320,10/17/18 15:45,0,0,0
47213137,10/17/18 15:45,0,0,0
28431870,10/17/18 15:44,0,0,-0.083333333
7.86991E+17,10/17/18 15:40,0,0,0
